ROWNUM	COUNTY	YEAR	ROUTE	DATE1	DATE2	HABHM	HABP	HABO	HABB	HABCH	VEHICLES	DCCO	GBHE	GRHE	BLVU	TUVU	CAGO	WODU	MALL	OSPR	SSHA	COHA	acsp	RSHA	BWHA	RTHA	WITU	NOBO	KILL	ROPI	MODO	YBCU	EASO	GHOW	BAOW	CONI	CWWI	WPWI	CHSW	RTHU	BEKI	RHWO	RBWO	DOWO	HAWO	NOFL	PIWO	EAWP	ACFL	WIFL	EAPH	GCFL	EAKI	LOSH	WEVI	YTVI	BHVI	WAVI	REVI	BLJA	AMCR	FICR	PUMA	TRSW	NRWS	CLSW	BARS	CACH	TUTI	WBNU	BHNU	CARW	HOWR	BGGN	EABL	WOTH	AMRO	GRCA	NOMO	BRTH	EUST	CEDW	NOPA	YEWA	YTWA	PIWA	PRAW	BAWW	AMRE	PROW	OVEN	LOWA	KEWA	COYE	HOWA	YBCH	SUTA	SCTA	EATO	CHSP	FISP	GRSP	SOSP	NOCA	BLGR	INBU	DICK	RWBL	EAME	COGR	BHCO	OROR	BAOR	HOFI	AMGO	HOSP	SPX1	SPX2	TOTALRT
312	CHATHAM 	2009	14	5/25	25	0.375	0.225	0.1	0.25	0	29	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	5	1	0	0	5	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	2	4	27	1	10	0	0	0	2	5	5	0	0	16	2	11	2	1	1	0	6	0	1	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	2	0	7	4	0	0	0	16	7	4	0	0	0	8	6	1	0	3	4	0	0	0	200
313	CHATHAM 	2009	TOTALSP	X	578	0.198076923	0.048076923	0.144230769	0.280769231	0.225	519	0	16	6	13	4	18	0	0	0	0	0	0	12	0	2	2	6	8	0	265	39	0	0	2	0	3	9	54	8	0	1	81	10	0	2	13	65	6	0	28	40	14	0	12	2	3	0	99	69	443	13	60	0	6	0	25	74	141	14	11	263	4	136	153	51	48	2	134	20	186	0	15	0	11	109	19	3	0	0	40	2	0	35	9	53	55	19	80	180	8	4	2	330	48	165	0	17	44	101	52	7	0	28	57	15	0	0	4204
314	CHATHAM 	2009	FREQSP	X	14	X	X	X	X	X	13	0	6	5	3	2	4	0	0	0	0	0	0	6	0	2	2	4	7	0	14	10	0	0	2	0	3	5	11	6	0	1	14	7	0	2	6	11	6	0	13	10	8	0	8	2	2	0	14	12	14	7	5	0	4	0	8	12	13	6	4	14	3	13	14	14	10	1	14	11	9	0	7	0	6	13	8	2	0	0	12	2	0	12	5	13	11	5	14	14	5	3	1	14	10	14	0	6	8	13	13	4	0	6	11	3	0	0	14
315	DURHAM	2002	1	6/06	37	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	2	1	0	0	9	1	0	0	0	3	0	0	3	3	0	0	0	0	0	0	5	3	15	0	0	0	0	0	12	5	5	0	0	5	0	11	6	8	8	0	0	1	2	0	0	0	0	3	2	0	0	0	2	0	0	4	1	5	2	0	2	16	3	1	0	28	0	27	0	0	3	7	4	0	0	0	1	0	0	0	239
316	DURHAM	2002	2	5/27	27	X	X	X	X	X	X	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	1	0	0	0	5	0	0	0	6	2	0	0	0	2	1	0	3	0	0	0	0	0	0	0	5	6	27	0	0	0	0	0	0	16	15	0	1	13	0	7	8	15	3	0	4	1	42	0	0	0	0	16	2	0	0	0	5	0	0	2	0	0	1	1	2	13	0	0	0	25	1	7	0	1	0	72	0	0	0	5	3	1	0	0	359
317	DURHAM	2002	3	6/2	33	X	X	X	X	X	X	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	32	0	0	0	9	4	0	1	0	0	2	0	2	3	0	0	0	0	0	0	10	13	19	1	0	0	0	0	7	5	4	3	3	8	0	3	3	1	28	6	19	0	10	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	13	4	0	0	2	29	0	1	0	0	0	32	2	0	0	5	8	1	0	0	315
318	DURHAM	2002	4	6/11	42	X	X	X	X	X	X	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	11	0	0	0	0	0	0	0	3	3	0	1	3	2	0	0	0	4	1	0	2	1	0	0	2	2	0	0	6	1	14	1	0	0	0	0	5	2	8	1	0	10	2	3	2	4	8	0	5	2	9	0	0	0	1	3	0	0	1	0	0	0	0	1	0	2	1	0	11	5	0	0	1	24	2	14	0	0	0	5	7	0	0	5	7	0	0	0	215
319	DURHAM	2002	5	6/2	33	X	X	X	X	X	X	0	0	0	0	0	8	1	0	0	0	0	0	2	0	1	0	0	0	0	30	0	0	0	1	0	0	0	24	0	0	0	9	0	0	2	0	2	0	0	0	1	0	0	0	1	0	0	3	10	14	0	0	0	0	0	1	12	22	5	10	17	3	12	3	4	15	1	21	3	6	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	9	1	17	13	0	0	1	40	0	5	0	0	0	1	0	0	0	12	17	6	0	0	373
320	DURHAM	2002	6	6/30	61	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	4	7	0	0	0	0	0	0	1	6	0	1	18	1	0	1	0	16	3	16	1	4	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	2	13	0	4	0	0	0	0	2	0	0	9	7	2	0	0	151
321	DURHAM	2002	7	6/13	44	X	X	X	X	X	X	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	13	0	0	0	0	0	0	0	4	0	0	0	6	0	0	2	0	0	1	0	2	0	0	0	0	1	0	0	6	5	7	0	0	0	0	0	1	10	8	1	0	11	0	8	5	3	1	0	6	2	1	0	2	0	1	3	2	0	0	0	4	0	0	0	1	2	0	0	13	12	2	0	1	14	1	8	0	0	0	3	5	0	0	0	8	1	0	0	193
322	DURHAM	2002	8	6/13	44	X	X	X	X	X	X	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	10	0	0	0	0	0	0	0	11	0	0	0	5	5	1	1	0	3	1	0	2	2	0	0	0	0	0	0	2	1	22	4	0	0	0	0	0	4	5	0	2	7	0	12	5	4	3	0	15	0	14	0	1	0	0	3	0	0	0	0	2	0	0	3	0	5	2	2	3	8	3	0	0	29	0	2	0	0	0	3	5	0	0	2	5	0	0	0	223
323	DURHAM	2002	TOTALSP	X	321	X	X	X	X	X	X	2	4	2	0	0	8	1	3	0	0	0	1	6	0	1	1	3	3	0	113	1	0	0	2	1	0	0	81	4	0	1	48	15	1	6	0	14	6	0	14	12	0	0	3	4	0	0	39	43	125	6	0	0	0	0	26	55	73	10	17	89	6	56	33	39	82	10	86	10	88	0	3	0	3	42	6	0	1	0	14	0	0	11	3	14	15	5	79	71	8	1	7	202	4	68	0	1	3	123	25	0	0	38	56	11	0	0	2068
324	DURHAM	2002	FREQSP	X	8	X	X	X	X	X	X	2	2	1	0	0	1	1	1	0	0	0	1	5	0	1	1	1	2	0	8	1	0	0	2	1	0	0	7	2	0	1	8	6	1	4	0	5	5	0	6	6	0	0	2	3	0	0	8	8	8	3	0	0	0	0	5	8	8	4	5	8	3	7	8	7	8	3	7	6	8	0	2	0	3	8	3	0	1	0	5	0	0	5	3	4	5	4	8	7	3	1	5	8	3	8	0	1	1	7	6	0	0	6	8	5	0	0	8
325	DURHAM	2003	1	6/28	59	X	X	X	X	X	X	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	9	4	18	0	12	0	7	0	2	3	9	0	0	6	0	1	0	2	1	0	5	1	0	0	0	0	0	1	2	0	0	0	2	0	0	4	0	2	0	0	5	15	0	3	0	33	6	14	0	2	7	1	1	0	0	0	6	0	0	0	214
326	DURHAM	2003	2	5/31	31	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	9	3	28	0	0	0	0	0	0	21	27	0	3	2	0	4	4	10	1	0	0	1	0	0	0	0	0	13	2	0	0	0	1	0	0	0	1	0	2	0	3	18	0	0	0	23	3	20	0	0	0	6	0	2	0	0	3	1	0	0	233
327	DURHAM	2003	3	6/22	53	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	21	0	0	0	0	0	0	0	11	1	0	0	12	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	8	15	25	0	0	0	4	0	0	9	10	3	3	3	4	4	1	0	26	6	12	5	12	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	11	6	0	0	2	32	1	2	0	2	0	31	1	0	0	16	4	0	0	0	317
328	DURHAM	2003	4	6/11	32	X	X	X	X	X	X	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	4	0	9	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0	1	0	0	0	1	2	0	0	8	2	4	0	0	0	0	0	0	4	8	0	0	9	0	8	4	7	11	1	2	0	5	0	2	0	0	2	0	0	1	0	2	0	0	3	1	1	1	0	9	9	0	0	0	15	2	11	0	0	0	1	12	0	0	4	2	0	0	0	179
329	DURHAM	2003	5	6/1	32	X	X	X	X	X	X	0	0	1	0	0	16	2	4	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	17	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	9	11	2	0	0	0	0	1	4	11	4	5	1	3	17	2	8	17	0	12	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	6	0	14	7	0	0	1	22	0	4	0	0	0	5	1	0	0	9	12	5	0	0	266
330	DURHAM	2003	6	6/15	46	X	X	X	X	X	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	6	0	0	0	0	0	0	1	9	0	1	13	2	0	0	0	15	0	7	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	8	3	0	0	0	17	0	5	0	0	0	3	1	0	0	0	2	0	0	0	117
331	DURHAM	2003	7	6/13	44	X	X	X	X	X	X	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	0	0	0	0	0	6	0	0	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	2	6	0	0	0	0	0	3	2	3	0	0	10	0	6	5	3	6	0	6	0	0	0	2	0	1	3	2	0	0	0	2	0	0	1	3	1	0	1	9	6	2	0	0	18	2	11	0	2	0	6	0	0	0	2	2	1	0	0	153
332	DURHAM	2003	8	6/13	44	X	X	X	X	X	X	0	1	2	0	0	14	0	1	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	6	0	0	0	4	1	0	0	0	1	2	0	2	0	0	0	0	0	0	0	2	2	26	1	0	0	0	0	0	5	14	0	0	8	0	13	5	1	4	0	17	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	3	2	3	11	1	0	0	26	0	9	0	0	0	10	3	0	0	2	3	3	0	0	230
333	DURHAM	2003	TOTALSP	X	341	X	X	X	X	X	X	0	1	3	0	4	32	2	5	0	0	0	0	4	0	2	0	5	4	0	82	2	0	0	0	0	0	1	45	2	1	2	41	7	0	1	1	6	5	0	5	2	0	0	2	3	0	0	48	39	124	3	12	0	11	0	6	49	91	7	12	52	9	53	21	31	81	7	61	10	25	0	6	0	1	27	7	0	1	0	7	0	0	10	5	10	13	4	62	75	3	3	3	186	14	76	0	6	7	63	19	2	0	33	34	10	0	0	1709
334	DURHAM	2003	FREQSP	X	8	X	X	X	X	X	X	0	1	2	0	3	3	1	2	0	0	0	0	2	0	2	0	3	1	0	8	2	0	0	0	0	0	1	6	2	1	1	8	4	0	1	1	3	4	0	4	2	0	0	2	2	0	0	8	8	8	2	1	0	2	0	3	8	8	2	4	8	3	7	6	6	8	2	7	5	4	0	3	0	1	7	4	0	1	0	4	0	0	4	3	5	5	3	8	8	2	1	2	8	5	8	0	3	1	8	6	1	0	5	8	4	0	0	8
335	DURHAM	2004	1	6/13	44	22.5	2.5	27.5	32.5	0	10	0	0	0	0	0	27	0	0	0	0	0	0	0	0	1	0	0	0	0	8	1	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	6	1	31	0	2	0	0	0	4	1	1	0	0	6	0	3	11	7	0	1	5	2	0	0	1	0	0	1	3	0	0	0	2	0	0	9	0	3	2	0	4	19	1	0	0	42	2	16	0	3	5	14	7	0	0	0	1	0	0	0	262
336	DURHAM	2004	2	6/6	37	15	7.5	7.5	60	0	X	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	21	1	0	0	0	0	0	0	3	0	0	0	6	0	1	0	0	2	0	0	0	4	1	0	0	0	0	0	5	4	22	1	0	0	0	0	0	5	16	0	2	9	0	13	10	22	10	0	2	1	2	6	1	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	4	7	0	0	1	16	0	8	0	0	2	1	1	0	0	2	3	0	0	0	226
337	DURHAM	2004	3	6/20	51	12.5	0	0	87.5	5	X	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	17	1	0	0	0	0	0	0	7	1	0	0	9	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	15	15	0	0	0	0	0	3	11	12	3	2	6	2	5	0	1	31	4	7	3	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	6	8	0	0	2	30	0	1	0	0	0	25	4	0	0	20	4	0	0	0	294
338	DURHAM	2004	4	6/10	41	25	2.5	15	37.5	5	X	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	2	0	0	3	1	0	0	0	4	2	0	0	3	0	0	0	1	0	0	16	2	4	1	0	0	1	0	8	0	5	1	0	17	0	24	3	7	7	1	4	1	0	0	0	0	0	2	0	0	0	1	1	0	0	3	0	1	1	1	12	8	0	0	0	23	0	11	0	0	1	4	1	1	0	2	1	0	0	0	207
339	DURHAM	2004	5	5/31	31	30	17.5	7.5	45	0	X	0	0	0	0	0	7	0	0	0	0	0	0	1	0	1	0	0	0	0	11	0	0	0	0	0	0	0	9	2	0	0	7	6	0	1	0	0	0	0	1	4	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	6	15	5	3	15	3	17	2	9	20	1	7	2	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	1	25	2	0	0	0	51	0	1	0	0	0	1	1	0	0	12	9	2	0	0	285
340	DURHAM	2004	6	6/6	37	10	15	0	72.5	0	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	8	13	2	0	0	0	0	3	2	4	1	1	11	1	1	2	1	6	0	15	2	5	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	10	3	0	0	0	7	0	4	0	0	0	15	4	2	0	12	3	1	0	0	159
341	DURHAM	2004	7	6/15	46	27.5	12.5	22.5	27.5	2.5	X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	9	1	0	0	0	0	0	0	5	0	0	2	3	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	3	2	9	4	0	0	0	0	0	2	10	0	0	16	1	10	3	0	5	0	1	0	1	0	2	0	0	0	1	0	0	0	2	0	0	1	0	2	0	0	9	8	1	0	0	18	2	3	0	2	0	0	1	0	0	0	10	1	0	0	162
342	DURHAM	2004	8	6/11	42	0	0	0	0	0	97	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	15	1	0	0	0	0	0	0	14	0	0	0	4	2	0	0	0	1	0	0	3	1	0	0	0	0	0	0	6	0	18	0	0	0	0	0	0	3	0	1	1	5	0	20	8	2	4	0	15	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	4	0	7	7	0	0	0	31	0	4	0	0	0	5	0	0	0	0	0	0	0	0	194
343	DURHAM	2004	TOTALSP	X	329	0.204	0.082	0.114	0.518	0.018	107	0	6	4	0	0	34	1	1	0	0	1	0	2	0	4	0	6	5	0	92	5	0	0	0	0	0	0	48	6	0	2	34	17	2	3	0	10	5	0	7	13	1	0	0	3	0	0	43	43	112	8	2	0	1	0	18	30	63	11	9	85	7	93	39	49	83	7	56	11	28	6	4	0	1	17	4	0	1	1	7	0	0	16	0	8	13	4	77	62	2	0	3	218	4	48	0	5	8	65	19	3	0	48	31	4	0	0	1789
344	DURHAM	2004	FREQSP	X	8	X	X	X	X	X	2	0	3	1	0	0	2	1	1	0	0	1	0	2	0	4	0	2	3	0	8	5	0	0	0	0	0	0	8	4	0	1	8	6	2	3	0	5	3	0	4	5	1	0	0	3	0	0	7	7	7	4	1	0	1	0	4	7	7	5	5	8	4	8	7	7	7	4	8	6	6	1	3	0	1	6	2	0	1	1	4	0	0	5	0	4	5	3	8	8	2	0	2	8	2	8	0	2	3	7	7	2	0	5	7	3	0	0	8
345	DURHAM	2005	1	6/19	50	0.225	0.025	0.1	0.325	0	X	0	0	0	6	2	9	0	0	0	0	0	0	0	0	0	0	1	0	0	14	7	0	0	0	0	0	0	4	0	0	0	1	3	0	0	0	1	1	0	2	0	0	0	0	0	0	0	8	3	38	0	0	0	0	0	3	3	6	1	0	12	0	3	7	5	0	0	8	0	0	1	0	0	0	0	4	0	0	0	1	0	0	1	1	6	2	0	2	10	2	2	0	29	2	14	0	4	4	3	12	0	0	1	0	0	0	0	249
346	DURHAM	2005	2	5/29	29	0.1	0.075	0.05	0.05	0	22	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	16	1	0	0	0	0	0	0	4	1	0	0	11	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	4	5	34	0	0	0	0	0	0	8	3	0	0	19	0	12	9	15	6	0	5	2	0	0	1	0	2	7	0	0	0	0	2	0	0	0	0	0	1	0	3	12	0	0	0	10	0	6	0	0	4	0	0	0	0	0	7	0	0	0	230
347	DURHAM	2005	3	6/26	57	0.025	0	0	0.675	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	11	2	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	1	0	0	6	3	21	1	0	0	0	0	4	3	4	0	2	7	3	8	1	1	24	6	8	1	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	14	8	0	0	6	32	0	0	0	0	0	5	2	0	0	9	6	0	0	0	227
348	DURHAM	2005	4	6/8	39	0.15	0.025	0.125	0.325	0	349	0	9	2	0	0	16	4	0	0	0	0	0	0	0	0	0	0	1	0	12	2	0	0	0	0	0	0	6	0	0	0	3	2	0	0	0	4	2	0	2	1	0	0	2	0	0	0	8	1	2	0	0	0	1	0	4	8	4	0	0	17	0	7	1	11	7	0	5	1	2	0	1	0	0	5	0	0	0	0	1	0	0	2	0	2	2	0	5	5	0	0	0	30	2	10	0	0	2	5	16	0	0	1	3	0	0	0	239
349	DURHAM	2005	5	6/13	44	0.225	0.125	0.05	0.325	0	112	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	9	8	0	0	0	0	0	0	0	13	2	0	0	6	3	0	1	0	0	0	0	1	2	0	0	0	0	0	0	2	7	9	2	0	0	0	0	1	6	12	6	13	19	1	4	7	5	10	2	8	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	3	1	15	7	0	0	1	59	0	3	0	0	0	11	4	0	0	3	13	2	0	0	292
350	DURHAM	2005	6	6/19	50	0.1	0.175	0	0.325	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	8	6	0	0	0	0	0	0	1	3	0	2	25	1	2	1	1	14	4	15	1	5	0	0	0	0	10	0	0	0	0	0	0	0	1	0	1	0	0	13	4	0	0	4	17	0	3	0	0	0	6	1	0	0	5	8	0	0	0	174
351	DURHAM	2005	7	6/13	44	0.275	0.125	0.225	0.25	0.025	X	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	0	7	0	0	1	4	0	1	3	0	0	1	0	1	2	0	0	0	0	0	0	3	3	10	0	0	0	0	0	0	7	5	1	0	8	0	7	4	2	3	2	4	0	5	0	2	0	0	3	2	0	0	0	1	0	0	4	1	3	2	0	10	9	5	0	0	14	4	10	0	0	0	4	8	0	0	1	7	2	0	0	193
352	DURHAM	2005	8	6/25	56	0.4	0	0	0.5	0	X	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	2	0	13	1	0	0	0	0	0	0	5	1	0	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	5	2	27	1	0	0	0	0	1	5	1	1	1	5	0	9	4	4	8	1	11	4	13	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	4	9	0	0	0	34	1	10	0	0	0	10	0	0	0	1	5	3	0	0	227
353	DURHAM	2005	TOTALSP	X	369	0.1875	0.06875	0.06875	0.346875	0.003125	662	0	13	2	6	2	39	4	15	0	1	0	0	0	1	1	0	7	3	9	90	11	0	0	0	0	0	0	51	6	0	1	31	11	1	6	1	9	6	0	7	8	0	0	3	1	0	0	38	32	147	4	0	0	1	0	13	41	38	9	18	112	5	52	34	44	72	15	64	9	31	1	4	0	2	33	6	0	0	0	5	0	0	9	2	15	10	1	66	64	7	2	11	225	9	56	0	4	10	44	43	0	0	21	49	7	0	0	1831
354	DURHAM	2005	FREQSP	X	8	X	X	X	X	X	5	0	5	1	1	1	4	1	2	0	1	0	0	0	1	1	0	4	2	1	8	4	0	0	0	0	0	0	8	4	0	1	8	5	1	4	1	4	4	0	5	6	0	0	2	1	0	0	8	8	8	3	0	0	1	0	5	8	8	4	4	8	3	8	8	8	7	5	8	5	6	1	3	0	1	7	2	0	0	0	4	0	0	5	2	6	5	1	8	8	2	1	3	8	4	7	0	1	3	7	6	0	0	7	7	3	0	0	8
355	DURHAM	2006	1	6/17	48	0.225	0.025	0.1	0.525	0	23	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2	14	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	10	0	29	0	8	0	0	0	4	2	7	0	0	16	0	9	19	5	0	0	5	2	3	0	0	0	0	0	5	0	0	0	1	0	0	4	1	5	2	0	3	9	4	1	0	40	5	23	0	7	7	8	8	0	0	0	7	0	0	0	301
356	DURHAM	2006	2	6/17	48	0.15	0.075	0.075	0.575	0.025	48	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	3	1	0	0	0	0	0	0	4	3	20	1	0	0	0	0	0	0	4	3	0	11	0	6	5	17	7	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	17	9	0	0	0	23	0	11	0	0	0	12	3	1	0	6	3	0	0	0	199
357	DURHAM	2006	3	5/28	28	0.125	0	0	0.875	0	80	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	11	6	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	6	22	1	0	0	0	0	3	14	12	2	0	11	4	3	3	1	34	2	4	0	10	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	18	8	0	0	1	34	0	2	0	0	0	22	7	0	0	12	16	0	1	0	305
358	DURHAM	2006	4	6/17	48	0.25	0.025	0.125	0.4	0	59	0	1	0	0	0	28	0	0	0	0	0	0	3	0	0	0	0	1	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	14	2	9	0	7	0	0	0	1	7	1	1	4	17	2	12	4	11	10	0	2	1	0	0	2	0	1	3	0	0	0	0	1	0	0	2	0	0	2	1	12	13	1	0	2	32	3	10	0	0	1	6	11	2	0	2	4	0	0	0	267
359	DURHAM	2006	5	6/17	48	0.25	0.125	0.05	0.575	0	141	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	13	1	0	0	0	0	0	0	1	1	0	0	6	2	0	1	0	0	0	0	0	4	0	0	0	0	0	0	2	10	8	2	0	0	0	0	1	3	10	5	10	19	1	5	12	6	23	1	17	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	1	0	36	11	0	0	6	37	1	4	0	0	0	19	5	0	0	19	19	2	0	0	337
360	DURHAM	2006	6	6/18	40	0.1	0.175	0	0.675	0	92	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	11	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	3	0	0	0	0	0	2	7	0	5	26	1	1	5	0	17	1	14	0	3	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	14	2	0	0	3	20	0	6	0	0	0	14	3	1	0	5	10	0	0	0	210
361	DURHAM	2006	7	6/15	46	0.275	0.125	0.225	0.275	0	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	4	0	4	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	4	19	0	0	0	0	0	0	12	9	0	0	9	0	5	10	2	5	0	8	0	5	0	4	0	0	2	2	0	1	0	0	0	0	1	2	2	3	0	8	5	0	0	1	7	5	10	0	0	0	3	5	0	0	0	5	0	0	0	176
362	DURHAM	2006	8	6/17	48	0.4	0	0	0.5	0	69	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	8	2	0	0	0	0	0	0	5	0	0	0	1	3	0	2	0	1	1	0	3	2	0	0	0	0	0	0	4	4	24	1	0	0	0	0	3	7	9	2	1	5	0	11	6	4	4	1	10	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	3	8	0	0	0	34	2	16	0	0	0	15	4	0	0	7	2	0	0	0	228
363	DURHAM	2006	TOTALSP	X	354	0.221875	0.06875	0.071875	0.55	0.003125	561	0	5	0	0	0	57	0	2	0	0	0	0	6	0	1	0	7	9	3	76	5	0	0	0	0	0	0	18	1	1	0	28	13	0	3	3	3	2	0	11	9	0	0	1	1	0	0	39	30	142	8	15	0	0	0	12	47	59	13	20	114	8	52	64	46	100	5	63	5	25	0	6	0	1	37	7	0	1	0	4	0	0	7	4	8	11	1	111	65	5	1	13	227	16	82	0	7	8	99	46	4	0	51	66	2	1	0	2023
364	DURHAM	2006	FREQSP	X	8	X	X	X	X	X	8	0	4	0	0	0	4	0	1	0	0	0	0	4	0	1	0	3	4	2	8	3	0	0	0	0	0	0	6	1	1	0	7	5	0	2	1	3	2	0	5	5	0	0	1	1	0	0	7	7	8	5	2	0	0	0	5	7	8	5	4	8	4	8	8	7	7	4	8	3	5	0	2	0	1	7	2	0	1	0	4	0	0	3	3	3	6	1	8	8	2	1	5	8	5	8	0	1	2	8	8	3	0	6	8	1	1	0	8
