"year","date","mbbs_county","route","route_num","tax_order","count","county_factor","time"
2015,2015-06-30,"chatham",49,9,20762,15,40,16
2016,2016-05-15,"chatham",42,2,20762,21,40,17
2016,2016-05-15,"durham",26,6,20762,5,20,17
2016,2016-05-15,"orange",7,6,20762,16,1,17
2016,2016-05-16,"orange",2,1,20762,26,1,17
2016,2016-05-22,"chatham",41,1,20762,28,40,17
2016,2016-05-22,"durham",25,5,20762,9,20,17
2016,2016-05-22,"orange",9,8,20762,17,1,17
2016,2016-05-22,"orange",13,12,20762,3,1,17
2016,2016-05-29,"chatham",51,11,20762,12,40,17
2016,2016-05-29,"orange",3,2,20762,12,1,17
2016,2016-06-03,"chatham",45,5,20762,40,40,17
2016,2016-06-05,"chatham",43,3,20762,7,40,17
2016,2016-06-05,"chatham",48,8,20762,30,40,17
2016,2016-06-05,"orange",4,3,20762,25,1,17
2016,2016-06-05,"orange",5,4,20762,15,1,17
2016,2016-06-05,"orange",6,5,20762,32,1,17
2016,2016-06-09,"orange",10,9,20762,35,1,17
2016,2016-06-11,"durham",23,3,20762,25,20,17
2016,2016-06-12,"orange",11,10,20762,20,1,17
2016,2016-06-14,"chatham",44,4,20762,35,40,17
2016,2016-06-19,"chatham",47,7,20762,32,40,17
2016,2016-06-19,"chatham",49,9,20762,16,40,17
2016,2016-06-19,"durham",28,8,20762,24,20,17
2016,2016-06-25,"durham",27,7,20762,8,20,17
2016,2016-06-26,"chatham",50,10,20762,19,40,17
2016,2016-06-26,"chatham",53,13,20762,57,40,17
2016,2016-06-26,"durham",21,1,20762,41,20,17
2016,2016-06-26,"orange",8,7,20762,28,1,17
2017,2017-05-21,"chatham",45,5,20762,24,40,18
2017,2017-05-21,"orange",9,8,20762,16,1,18
2017,2017-05-28,"orange",2,1,20762,25,1,18
2017,2017-05-28,"orange",3,2,20762,15,1,18
2017,2017-05-28,"orange",7,6,20762,17,1,18
2017,2017-05-28,"orange",13,12,20762,8,1,18
2017,2017-05-29,"chatham",42,2,20762,20,40,18
2017,2017-05-29,"durham",26,6,20762,14,20,18
2017,2017-06-04,"chatham",41,1,20762,34,40,18
2017,2017-06-04,"chatham",43,3,20762,6,40,18
2017,2017-06-04,"chatham",44,4,20762,25,40,18
2017,2017-06-04,"chatham",53,13,20762,62,40,18
2017,2017-06-04,"durham",21,1,20762,27,20,18
2017,2017-06-04,"durham",25,5,20762,4,20,18
2017,2017-06-04,"orange",4,3,20762,27,1,18
2017,2017-06-04,"orange",5,4,20762,19,1,18
2017,2017-06-06,"orange",8,7,20762,25,1,18
2017,2017-06-10,"durham",22,2,20762,29,20,18
2017,2017-06-10,"durham",23,3,20762,24,20,18
2017,2017-06-10,"orange",6,5,20762,28,1,18
2017,2017-06-11,"chatham",48,8,20762,49,40,18
2017,2017-06-11,"orange",11,10,20762,27,1,18
2017,2017-06-17,"durham",27,7,20762,13,20,18
2017,2017-06-18,"chatham",50,10,20762,29,40,18
2017,2017-06-18,"durham",28,8,20762,29,20,18
2017,2017-06-18,"orange",12,11,20762,33,1,18
2017,2017-06-25,"chatham",49,9,20762,19,40,18
2017,2017-06-25,"chatham",52,12,20762,22,40,18
2017,2017-07-02,"chatham",47,7,20762,22,40,18
2018,2018-05-20,"orange",9,8,20762,16,1,19
2018,2018-05-27,"chatham",42,2,20762,15,40,19
2018,2018-05-27,"durham",26,6,20762,10,20,19
2018,2018-05-27,"orange",3,2,20762,16,1,19
2018,2018-05-27,"orange",13,12,20762,5,1,19
2018,2018-05-28,"chatham",41,1,20762,23,40,19
2018,2018-05-28,"orange",2,1,20762,33,1,19
2018,2018-05-28,"orange",11,10,20762,19,1,19
2018,2018-05-31,"chatham",44,4,20762,23,40,19
2018,2018-06-02,"chatham",45,5,20762,38,40,19
2018,2018-06-02,"durham",23,3,20762,16,20,19
2018,2018-06-02,"orange",12,11,20762,28,1,19
2018,2018-06-03,"chatham",43,3,20762,12,40,19
2018,2018-06-03,"durham",21,1,20762,26,20,19
2018,2018-06-03,"durham",25,5,20762,10,20,19
2018,2018-06-03,"durham",28,8,20762,26,20,19
2018,2018-06-03,"orange",4,3,20762,12,1,19
2018,2018-06-03,"orange",5,4,20762,22,1,19
2018,2018-06-05,"orange",8,7,20762,34,1,19
2018,2018-06-09,"chatham",53,13,20762,30,40,19
2018,2018-06-10,"chatham",46,6,20762,52,40,19
2018,2018-06-10,"durham",22,2,20762,20,20,19
2018,2018-06-10,"durham",24,4,20762,14,20,19
2018,2018-06-16,"chatham",47,7,20762,21,40,19
2018,2018-06-17,"chatham",49,9,20762,42,40,19
2018,2018-06-17,"durham",27,7,20762,9,20,19
2018,2018-06-24,"chatham",50,10,20762,17,40,19
2019,2019-05-18,"orange",2,1,20762,27,1,20
2019,2019-05-19,"chatham",42,2,20762,14,40,20
2019,2019-05-19,"durham",26,6,20762,6,20,20
2019,2019-05-23,"orange",8,7,20762,24,1,20
2019,2019-05-25,"durham",24,4,20762,7,20,20
2019,2019-05-26,"durham",21,1,20762,30,20,20
2019,2019-05-26,"durham",25,5,20762,3,20,20
2019,2019-05-26,"orange",5,4,20762,25,1,20
2019,2019-05-27,"chatham",41,1,20762,20,40,20
2019,2019-05-27,"chatham",45,5,20762,33,40,20
2019,2019-06-02,"chatham",44,4,20762,18,40,20
2019,2019-06-02,"orange",6,5,20762,28,1,20
2019,2019-06-02,"orange",9,8,20762,17,1,20
2019,2019-06-02,"orange",13,12,20762,6,1,20
2019,2019-06-06,"orange",11,10,20762,19,1,20
2019,2019-06-09,"chatham",43,3,20762,0,NA,20
2019,2019-06-09,"orange",3,2,20762,11,1,20
2019,2019-06-09,"orange",7,6,20762,16,1,20
2019,2019-06-10,"orange",10,9,20762,17,1,20
2019,2019-06-14,"chatham",53,13,20762,24,40,20
2019,2019-06-15,"chatham",47,7,20762,23,40,20
2019,2019-06-15,"durham",23,3,20762,15,20,20
2019,2019-06-16,"durham",28,8,20762,28,20,20
2019,2019-06-16,"orange",12,11,20762,20,1,20
2019,2019-06-20,"chatham",52,12,20762,21,40,20
2019,2019-06-23,"chatham",48,8,20762,48,40,20
2019,2019-06-23,"chatham",49,9,20762,23,40,20
2019,2019-06-23,"durham",27,7,20762,3,20,20
2019,2019-06-25,"chatham",50,10,20762,20,40,20
2019,2019-06-29,"chatham",46,6,20762,29,40,20
2019,2019-06-29,"orange",4,3,20762,28,1,20
2019,2019-06-30,"chatham",54,14,20762,7,40,20
2019,2019-06-30,"durham",22,2,20762,31,20,20
2020,2020-05-17,"chatham",42,2,20762,11,40,21
2020,2020-05-17,"durham",26,6,20762,18,20,21
2020,2020-05-17,"orange",9,8,20762,13,1,21
2020,2020-05-24,"chatham",54,14,20762,20,40,21
2020,2020-05-24,"durham",21,1,20762,21,20,21
2020,2020-05-24,"durham",24,4,20762,6,20,21
2020,2020-05-24,"durham",25,5,20762,9,20,21
2020,2020-05-24,"orange",2,1,20762,22,1,21
2020,2020-05-24,"orange",3,2,20762,14,1,21
2020,2020-05-24,"orange",13,12,20762,4,1,21
2020,2020-05-25,"chatham",41,1,20762,19,40,21
2020,2020-05-25,"chatham",42,2,20762,19,40,21
2020,2020-05-25,"chatham",43,3,20762,12,40,21
2020,2020-05-25,"chatham",44,4,20762,21,40,21
2020,2020-05-27,"chatham",45,5,20762,17,40,21
2020,2020-05-31,"durham",28,8,20762,18,20,21
2020,2020-05-31,"orange",5,4,20762,22,1,21
2020,2020-06-01,"chatham",53,13,20762,29,40,21
2020,2020-06-01,"orange",8,7,20762,24,1,21
2020,2020-06-07,"chatham",46,6,20762,28,40,21
2020,2020-06-07,"chatham",52,12,20762,22,40,21
2020,2020-06-07,"durham",22,2,20762,23,20,21
2020,2020-06-07,"orange",7,6,20762,25,1,21
2020,2020-06-08,"orange",10,9,20762,24,1,21
2020,2020-06-13,"durham",23,3,20762,5,20,21
2020,2020-06-14,"chatham",48,8,20762,22,40,21
2020,2020-06-14,"durham",27,7,20762,6,20,21
2020,2020-06-14,"orange",4,3,20762,33,1,21
2020,2020-06-14,"orange",6,5,20762,39,1,21
2020,2020-06-14,"orange",12,11,20762,28,1,21
2020,2020-06-20,"chatham",49,9,20762,7,40,21
2020,2020-06-24,"orange",11,10,20762,37,1,21
2020,2020-06-25,"chatham",51,11,20762,10,40,21
2020,2020-06-28,"chatham",47,7,20762,27,40,21
2020,2020-06-29,"chatham",50,10,20762,10,40,21
2021,2021-05-16,"chatham",42,2,20762,19,40,22
2021,2021-05-16,"chatham",54,14,20762,16,40,22
2021,2021-05-16,"orange",9,8,20762,15,1,22
2021,2021-05-23,"durham",26,6,20762,12,20,22
2021,2021-05-30,"durham",25,5,20762,9,20,22
2021,2021-05-31,"chatham",45,5,20762,37,40,22
2021,2021-05-31,"chatham",48,8,20762,30,40,22
2021,2021-05-31,"durham",21,1,20762,23,20,22
2021,2021-05-31,"orange",2,1,20762,16,1,22
2021,2021-06-01,"chatham",44,4,20762,14,40,22
2021,2021-06-01,"orange",11,10,20762,14,1,22
2021,2021-06-02,"chatham",52,12,20762,22,40,22
2021,2021-06-03,"orange",8,7,20762,26,1,22
2021,2021-06-05,"orange",12,11,20762,23,1,22
2021,2021-06-06,"chatham",41,1,20762,13,40,22
2021,2021-06-06,"chatham",53,13,20762,34,40,22
2021,2021-06-06,"durham",28,8,20762,12,20,22
2021,2021-06-06,"orange",3,2,20762,9,1,22
2021,2021-06-06,"orange",5,4,20762,24,1,22
2021,2021-06-06,"orange",7,6,20762,18,1,22
2021,2021-06-07,"orange",10,9,20762,11,1,22
2021,2021-06-08,"chatham",41,1,20762,1,40,22
2021,2021-06-12,"durham",23,3,20762,31,20,22
2021,2021-06-13,"chatham",43,3,20762,6,40,22
2021,2021-06-13,"orange",4,3,20762,32,1,22
2021,2021-06-15,"chatham",46,6,20762,25,40,22
2021,2021-06-16,"durham",24,4,20762,6,20,22
2021,2021-06-18,"durham",27,7,20762,4,20,22
2021,2021-06-19,"orange",6,5,20762,20,1,22
2021,2021-06-20,"chatham",49,9,20762,19,40,22
2021,2021-06-20,"chatham",50,10,20762,19,40,22
2021,2021-06-27,"chatham",47,7,20762,9,40,22
2021,2021-06-27,"orange",13,12,20762,1,1,22
